state,date,households,persons,avg_per_household,avg_per_person,total_cost
Missouri,1989-08-01,153776,402392,137.52,52.56,21147987
Missouri,1989-09-01,154925,405106,137.26,52.49,21265290
Montana,1988-10-01,19927,52574,141.13,53.49,2812347
Montana,1988-11-01,20355,53630,140.27,53.24,2855154
Montana,1988-12-01,21072,55971,141.94,53.44,2990922
Montana,1989-01-01,21397,56969,141.69,53.22,3031734
Montana,1989-02-01,21583,57500,141.76,53.21,3059607
Montana,1989-03-01,22186,59347,143.74,53.73,3188945
Montana,1989-04-01,22057,58987,143.07,53.5,3155741
Montana,1989-05-01,21486,58091,139.37,51.55,2994426
Montana,1989-06-01,21403,57753,146.59,54.33,3137476
Montana,1989-07-01,20346,53992,138.59,52.22,2819682
Montana,1989-08-01,20053,52813,138.42,52.56,2775789
Montana,1989-09-01,20920,52536,132.91,52.93,2780523
Nebraska,1988-10-01,33419,90964,124.97,45.91,4176441
Nebraska,1988-11-01,35468,90678,116.02,45.38,4115120
Nebraska,1988-12-01,36008,92264,116.56,45.49,4196912
Nebraska,1989-01-01,36318,93307,116.5,45.35,4231058
Nebraska,1989-02-01,36461,93390,116.73,45.57,4256041
Nebraska,1989-03-01,37100,95368,117.57,45.74,4361807
Nebraska,1989-04-01,36601,94141,122.64,47.68,4488644
Nebraska,1989-05-01,36108,92301,115.65,45.24,4175952
Nebraska,1989-06-01,35841,92126,115.54,44.95,4141004
Nebraska,1989-07-01,35595,91523,115.49,44.92,4110887
Nebraska,1989-08-01,35845,91587,115.14,45.06,4127289
Nebraska,1989-09-01,35575,90243,113.4,44.7,4034140
North Dakota,1988-10-01,13298,36315,125.68,46.02,1671237
North Dakota,1988-11-01,13708,37347,125.08,45.91,1714574
North Dakota,1988-12-01,14174,38926,127.7,46.5,1810048
North Dakota,1989-01-01,14327,39231,123.55,45.12,1770067
North Dakota,1989-02-01,14662,40145,128.3,46.86,1881146
North Dakota,1989-03-01,14825,40561,127.14,46.47,1884921
North Dakota,1989-04-01,14577,39494,121.58,44.87,1772214
North Dakota,1989-05-01,14198,38680,123.7,45.41,1756335
North Dakota,1989-06-01,14440,40314,140.89,50.46,2034396
North Dakota,1989-07-01,14128,38847,117.74,42.82,1663474
North Dakota,1989-08-01,13901,37536,126.97,47.02,1764977
North Dakota,1989-09-01,13771,36663,122.28,45.93,1683968
South Dakota,1988-10-01,16500,49200,156.32,52.42,2579244
South Dakota,1988-11-01,16500,48900,151.95,51.27,2507234
South Dakota,1988-12-01,17000,50600,155.85,52.36,2649460
South Dakota,1989-01-01,17400,51800,154.5,51.9,2688307
South Dakota,1989-02-01,17300,51100,150.47,50.94,2603131
South Dakota,1989-03-01,17600,52200,156.64,52.81,2756790
South Dakota,1989-04-01,17700,52500,154.62,52.13,2736726
South Dakota,1989-05-01,16900,49900,151.85,51.43,2566290
South Dakota,1989-06-01,16900,50300,153.85,51.69,2600087
South Dakota,1989-07-01,16700,49500,152.44,51.43,2545815
South Dakota,1989-08-01,16400,48600,153.18,51.69,2512088
South Dakota,1989-09-01,16600,48900,152.45,51.75,2530680
Utah,1988-10-01,32153,90452,154.6,54.95,4970718
Utah,1988-11-01,32720,91497,151.2,54.07,4947206
Utah,1988-12-01,32574,91555,156.41,55.65,5094929
Utah,1989-01-01,34651,97469,149.35,53.1,5175243
Utah,1989-02-01,34668,97037,151.45,54.11,5250398
Utah,1989-03-01,35096,98885,155.96,55.35,5473444
Utah,1989-04-01,34834,98355,153.71,54.44,5354244
Utah,1989-05-01,34725,97340,147.76,52.71,5130802
Utah,1989-06-01,34235,95648,148.81,53.26,5094559
Utah,1989-07-01,33881,94381,145.46,52.22,4928215
Utah,1989-08-01,33861,93793,144.12,52.03,4879897
Utah,1989-09-01,33758,93572,146.12,52.72,4932731
Wyoming,1988-10-01,9058,24746,146.56,53.65,1327561
Wyoming,1988-11-01,9269,25239,146.04,53.63,1353621
Wyoming,1988-12-01,9701,26634,147.7,53.8,1432839
Wyoming,1989-01-01,10007,27697,148.15,53.53,1482580
Wyoming,1989-02-01,10172,28162,148.14,53.51,1506929
Wyoming,1989-03-01,10470,28958,150.54,54.43,1576131
Wyoming,1989-04-01,10373,28500,149.99,54.59,1555825
Wyoming,1989-05-01,10255,28338,147.22,53.28,1509772
Wyoming,1989-06-01,10328,29291,153.58,54.15,1586166
Wyoming,1989-07-01,9888,27815,150.28,53.42,1485964
Wyoming,1989-08-01,9575,26219,146.04,53.33,1398305
Wyoming,1989-09-01,9504,25827,144.8,53.28,1376173
Alaska,1988-10-01,8251,24314,219.44,74.47,1810581
Alaska,1988-11-01,8428,24826,225.64,76.6,1901676
Alaska,1988-12-01,8622,25329,231.25,78.72,1993799
Alaska,1989-01-01,8723,25632,228.99,77.93,1997437
Alaska,1989-02-01,9032,26501,234.86,80.04,2121263
Alaska,1989-03-01,9954,29078,243.32,83.29,2421962
Alaska,1989-04-01,9924,29138,230.73,78.58,2289795
Alaska,1989-05-01,9772,28595,226.04,77.25,2208895
Alaska,1989-06-01,9771,28593,206.03,70.41,2013116
Alaska,1989-07-01,8292,24746,219.68,73.61,1821597
Alaska,1989-08-01,7963,23766,224.03,75.06,1783965
Alaska,1989-09-01,7747,23122,218.95,73.36,1696227
Arizona,1988-10-01,83162,248014,167.66,56.22,13942644
Arizona,1988-11-01,84068,248866,165.65,55.96,13926256
Arizona,1988-12-01,85791,253232,167.49,56.74,14368844
Arizona,1989-01-01,88052,258791,162.93,55.43,14345976
Arizona,1989-02-01,87761,256982,161.44,55.13,14168388
Arizona,1989-03-01,89997,263666,167.36,57.13,15062066
Arizona,1989-04-01,93047,271697,158.34,54.23,14732975
Arizona,1989-05-01,90355,263456,161.87,55.51,14625582
Arizona,1989-06-01,91964,269622,162.85,55.55,14976227
Arizona,1989-07-01,92948,272507,161.79,55.18,15038158
Arizona,1989-08-01,94805,276862,163.19,55.88,15471328
Arizona,1989-09-01,96978,283423,163.2,55.84,15826620
California,1988-10-01,592000,1696000,100.59,35.11,59547515
California,1988-11-01,600600,1718000,100.82,35.25,60552438
California,1988-12-01,610000,1748000,101.75,35.51,62068700
California,1989-01-01,615500,1758000,100.64,35.23,61941091
California,1989-02-01,619400,1769000,101.09,35.4,62616052
California,1989-03-01,636400,1812000,101.71,35.72,64730809
California,1989-04-01,635000,1809000,100.8,35.38,64010921
California,1989-05-01,630675,1780476,102.0,36.13,64330841
California,1989-06-01,634900,1797000,101.65,35.91,64539054
California,1989-07-01,630675,1780476,100.49,35.6,63377727
California,1989-08-01,647901,1827414,93.37,33.1,60492431
California,1989-09-01,644631,1814642,91.53,32.51,59000787
Guam,1988-10-01,3396,12898,374.19,98.52,1270763
Guam,1988-11-01,3478,13020,350.56,93.64,1219256
Guam,1988-12-01,3554,13431,353.6,93.57,1256685
Guam,1989-01-01,3430,12708,347.52,93.8,1192007
Guam,1989-02-01,3344,12399,344.48,92.91,1151934
Guam,1989-03-01,4398,12382,267.17,94.9,1175007
Guam,1989-04-01,3331,12646,352.69,92.9,1174814
Guam,1989-05-01,3312,12112,339.96,92.96,1125953
Guam,1989-06-01,3375,12525,350.36,94.41,1182464
Guam,1989-07-01,3312,12200,353.88,96.07,1172059
Guam,1989-08-01,3398,12430,341.32,93.31,1159821
Guam,1989-09-01,3373,12162,340.53,94.44,1148618
Hawaii,1988-10-01,30652,78125,209.54,82.21,6422774
Hawaii,1988-11-01,31781,78178,200.64,81.57,6376678
Hawaii,1988-12-01,30996,78845,206.88,81.33,6412518
Hawaii,1989-01-01,31935,80663,195.86,77.54,6254638
Hawaii,1989-02-01,31514,79099,193.8,77.21,6107390
Hawaii,1989-03-01,30507,77324,205.06,80.9,6255633
Hawaii,1989-04-01,30417,76822,203.88,80.73,6201484
Hawaii,1989-05-01,30295,76055,202.48,80.65,6134210
Hawaii,1989-06-01,30657,76644,202.34,80.93,6203150
Hawaii,1989-07-01,31926,79510,186.06,74.71,5940147
Hawaii,1989-08-01,31934,79135,184.3,74.37,5885446
Hawaii,1989-09-01,30740,76938,193.9,77.47,5960495
Idaho,1988-10-01,20096,58278,145.71,50.25,2928269
Idaho,1988-11-01,20400,59160,142.28,49.06,2902609
Idaho,1988-12-01,21311,61802,144.33,49.77,3075759
Idaho,1989-01-01,21896,63498,145.55,50.19,3186982
Idaho,1989-02-01,22323,64736,144.9,49.97,3234625
Idaho,1989-03-01,23143,67114,148.96,51.37,3447396
Idaho,1989-04-01,22614,65580,149.69,51.62,3385000
Idaho,1989-05-01,21255,61640,144.28,49.75,3066685
Idaho,1989-06-01,20721,60091,143.86,49.61,2980933
Idaho,1989-07-01,19623,55153,143.36,51.0,2813068
Idaho,1989-08-01,19958,57878,139.17,47.99,2777490
Idaho,1989-09-01,19488,56516,141.22,48.69,2752003
Nevada,1988-10-01,17453,37732,133.74,61.86,2334163
Nevada,1988-11-01,17804,38432,132.68,61.46,2362170
Nevada,1988-12-01,18170,39244,134.84,62.43,2450100
Nevada,1989-01-01,18589,40442,133.93,61.56,2489553
Nevada,1989-02-01,19246,41960,133.58,61.27,2570910
Nevada,1989-03-01,19498,42426,134.86,61.98,2629502
Nevada,1989-04-01,19151,41879,134.1,61.32,2568212
Nevada,1989-05-01,19166,41452,131.11,60.62,2512781
Nevada,1989-06-01,18571,40585,136.8,62.6,2540541
Nevada,1989-07-01,19177,41831,135.78,62.25,2603843
Nevada,1989-08-01,20347,44504,135.35,61.88,2753957
Nevada,1989-09-01,20621,45476,142.96,64.83,2948033
Oregon,1988-10-01,86904,203094,141.22,60.43,12272327
Oregon,1988-11-01,88594,207361,141.67,60.53,12551323
Oregon,1988-12-01,90805,213097,142.9,60.89,12975692
Oregon,1989-01-01,92054,215505,140.89,60.18,12969321
Oregon,1989-02-01,94902,222843,142.48,60.68,13521713
Oregon,1989-03-01,97515,228917,143.25,61.02,13969416
Oregon,1989-04-01,94339,218447,131.5,56.79,12405870
Oregon,1989-05-01,93423,217993,132.62,56.83,12389531
Oregon,1989-06-01,91221,212930,131.59,56.37,12003688
Oregon,1989-07-01,88573,205474,131.17,56.54,11618188
Oregon,1989-08-01,89587,208695,132.88,57.04,11904161
Oregon,1989-09-01,88077,204249,131.43,56.68,11575992
Washington,1988-10-01,125977,306396,124.02,50.99,15623387
Washington,1988-11-01,126509,307137,120.94,49.81,15299487
Washington,1988-12-01,128865,313988,121.16,49.72,15612901
Washington,1989-01-01,131280,321661,120.49,49.18,15818549
Washington,1989-02-01,132620,325669,123.19,50.17,16337438
Washington,1989-03-01,135527,332520,123.16,50.2,16691971
Washington,1989-04-01,134901,333375,123.31,49.9,16634572
Washington,1989-05-01,132954,327182,122.05,49.6,16227460
Washington,1989-06-01,131607,323586,121.39,49.37,15976125
Washington,1989-07-01,130663,320328,120.89,49.31,15795286
Washington,1989-08-01,130735,319547,119.99,49.09,15687134
Washington,1989-09-01,130212,318980,119.88,48.94,15610120
US Summary,1988-10-01,7047600,18446735,136.4,52.11,961288970
US Summary,1988-11-01,7067674,18434600,135.48,51.94,957562138
US Summary,1988-12-01,7159716,18709788,136.51,52.24,977404835
US Summary,1989-01-01,7215717,18814591,134.67,51.65,971719598
US Summary,1989-02-01,7215334,18805348,135.29,51.91,976171875
US Summary,1989-03-01,7364011,19188889,136.63,52.44,1006169494
US Summary,1989-04-01,7313190,19036458,134.39,51.63,982824374
US Summary,1989-05-01,7271382,18858178,133.36,51.42,969677318
US Summary,1989-06-01,7273655,18856665,133.3,51.42,969559542
US Summary,1989-07-01,7217942,18696508,133.02,51.35,960107653
US Summary,1989-08-01,7273683,18784944,132.52,51.31,963879454
US Summary,1989-09-01,7353057,19044857,132.38,51.11,973413984
Connecticut,1989-10-01,45384,119814,117.53,44.52,5334127
Connecticut,1989-11-01,46805,118148,116.92,46.32,5472433
Connecticut,1989-12-01,48842,126273,112.05,43.34,5472820
Connecticut,1990-01-01,51467,131395,108.63,42.55,5590626
Connecticut,1990-02-01,52407,133963,114.42,44.76,5996591
Connecticut,1990-03-01,52789,134547,115.56,45.34,6100130
Connecticut,1990-04-01,53818,135622,120.72,47.9,6496922
Connecticut,1990-05-01,54400,138720,117.86,46.22,6411740
Connecticut,1990-06-01,53352,135877,120.02,47.13,6403401
Connecticut,1990-07-01,54097,137653,112.9,44.37,6107352
Connecticut,1990-08-01,55839,141525,113.65,44.84,6345949
Connecticut,1990-09-01,58081,146110,110.27,43.83,6404457
Maine,1989-10-01,37373,83971,128.4,57.15,4798520
Maine,1989-11-01,37742,85161,128.82,57.09,4861783
Maine,1989-12-01,39204,88391,128.75,57.1,5047507
Maine,1990-01-01,40581,92171,129.01,56.8,5235389
Maine,1990-02-01,41171,93824,126.01,55.3,5188023
Maine,1990-03-01,42638,97484,125.73,54.99,5360957
Maine,1990-04-01,42566,97378,126.1,55.12,5367569
Maine,1990-05-01,42661,97893,125.4,54.65,5349706
Maine,1990-06-01,42454,97335,124.31,54.22,5277378
Maine,1990-07-01,42466,96675,125.91,55.31,5346729
Maine,1990-08-01,43111,98160,125.69,55.2,5418521
Maine,1990-09-01,42963,97669,124.96,54.97,5368455
Massachusetts,1989-10-01,148936,337882,112.1,49.41,16694985
Massachusetts,1989-11-01,145292,333444,113.75,49.56,16526351
Massachusetts,1989-12-01,146675,336567,113.63,49.52,16667034
Massachusetts,1990-01-01,148936,341550,113.13,49.33,16849212
Massachusetts,1990-02-01,149739,343391,113.42,49.46,16982788
Massachusetts,1990-03-01,152515,349955,113.33,49.39,17284627
Massachusetts,1990-04-01,152819,350749,113.13,49.29,17288337
Massachusetts,1990-05-01,154431,354147,112.78,49.18,17417477
Massachusetts,1990-06-01,153936,353392,112.85,49.16,17372261
Massachusetts,1990-07-01,155499,357263,113.24,49.29,17608075
Massachusetts,1990-08-01,156975,361267,113.87,49.48,17874507
Massachusetts,1990-09-01,157953,348097,114.37,51.9,18065769
New Hampshire,1989-10-01,10899,23594,117.04,54.07,1275634
New Hampshire,1989-11-01,11351,24615,120.81,55.71,1371336
New Hampshire,1989-12-01,12073,26505,123.63,56.31,1492602
New Hampshire,1990-01-01,12846,28517,121.79,54.86,1564535
New Hampshire,1990-02-01,13316,29712,125.41,56.2,1669957
New Hampshire,1990-03-01,14170,31802,127.65,56.88,1808745
New Hampshire,1990-04-01,14690,33092,129.09,57.3,1896268
New Hampshire,1990-05-01,14864,33568,126.89,56.19,1886129
New Hampshire,1990-06-01,14907,33583,124.44,55.24,1854960
New Hampshire,1990-07-01,14956,33773,122.96,54.45,1839040
New Hampshire,1990-08-01,15178,33343,125.55,57.15,1905607
New Hampshire,1990-09-01,15308,34596,123.81,54.78,1895311
New York,1989-10-01,661456,1470155,137.23,61.74,90770834
New York,1989-11-01,652536,1452457,139.97,62.89,91338675
New York,1989-12-01,661418,1472460,140.0,62.89,92597454
New York,1990-01-01,689864,1538386,127.61,57.23,88035397
New York,1990-02-01,694295,1541679,127.03,57.21,88199138
New York,1990-03-01,695531,1556573,129.74,57.97,90238346
New York,1990-04-01,707096,1574379,127.67,57.34,90272226
New York,1990-05-01,715537,1592545,126.7,56.92,90655356
New York,1990-06-01,714826,1588460,126.44,56.9,90380392
New York,1990-07-01,719514,1600399,126.34,56.8,90905616
New York,1990-08-01,718533,1597980,126.96,57.09,91228064
New York,1990-09-01,719806,1594257,126.38,57.06,90968633
Rhode Island,1989-10-01,25446,58244,113.79,49.71,2895533
Rhode Island,1989-11-01,25880,58958,134.79,59.17,3488343
Rhode Island,1989-12-01,26206,60282,136.08,59.16,3566019
Rhode Island,1990-01-01,26539,60356,137.13,60.3,3639231
Rhode Island,1990-02-01,27523,63372,138.33,60.08,3807172
Rhode Island,1990-03-01,28390,65297,135.74,59.02,3853646
Rhode Island,1990-04-01,28532,65623,136.1,59.17,3883208
Rhode Island,1990-05-01,28782,66099,115.34,50.22,3319644
Rhode Island,1990-06-01,28875,66212,115.27,50.27,3328450
Rhode Island,1990-07-01,29148,66675,115.28,50.4,3360104
Rhode Island,1990-08-01,29908,68641,114.15,49.74,3413930
Rhode Island,1990-09-01,30411,69567,114.23,49.94,3473924
Vermont,1989-10-01,15474,33781,108.48,49.69,1678610
Vermont,1989-11-01,15964,35747,109.16,48.75,1742695
Vermont,1989-12-01,16412,36989,109.86,48.75,1803048
Vermont,1990-01-01,16850,38134,108.41,47.9,1826665
Vermont,1990-02-01,17130,39072,110.1,48.27,1885943
Vermont,1990-03-01,17574,40354,109.4,47.64,1922550
Vermont,1990-04-01,17307,39367,109.12,47.97,1888528
Vermont,1990-05-01,17602,40391,110.42,48.12,1943646
Vermont,1990-06-01,17156,38905,107.19,47.27,1838937
Vermont,1990-07-01,17171,38853,107.05,47.31,1838229
Vermont,1990-08-01,17502,39653,108.75,48.0,1903377
Vermont,1990-09-01,17503,39350,107.63,47.88,1883888
Delaware,1989-10-01,11204,30251,169.71,62.85,1901405
Delaware,1989-11-01,11500,31049,168.58,62.44,1938644
Delaware,1989-12-01,11889,32101,171.04,63.35,2033481
Delaware,1990-01-01,12024,32464,171.17,63.4,2058090
Delaware,1990-02-01,12370,33399,169.84,62.9,2100886
Delaware,1990-03-01,12699,34288,171.58,63.55,2178930
Delaware,1990-04-01,12621,34078,166.18,61.55,2097373
Delaware,1990-05-01,12517,33797,163.96,60.72,2052239
Delaware,1990-06-01,12583,33973,165.16,61.17,2078197
Delaware,1990-07-01,12617,34065,163.96,60.73,2068733
Delaware,1990-08-01,12886,34791,165.62,61.34,2134232
Delaware,1990-09-01,12899,34827,165.62,61.34,2136310
District of Columbia,1989-10-01,25995,59878,131.81,57.23,3426526
District of Columbia,1989-11-01,26190,60322,131.55,57.11,3445273
District of Columbia,1989-12-01,26194,60416,131.8,57.14,3452395
District of Columbia,1990-01-01,26274,60478,131.2,57.0,3447269
District of Columbia,1990-02-01,26667,61386,130.79,56.82,3487907
District of Columbia,1990-03-01,27334,62921,130.32,56.62,3562280
District of Columbia,1990-04-01,27180,62540,130.56,56.74,3548604
District of Columbia,1990-05-01,27340,62805,130.44,56.78,3566364
District of Columbia,1990-06-01,27608,63425,129.99,56.58,3588735
District of Columbia,1990-07-01,27565,63406,130.88,56.9,3607590
District of Columbia,1990-08-01,28051,64382,131.23,57.18,3681259
District of Columbia,1990-09-01,27781,63776,133.48,58.14,3708130
Maryland,1989-10-01,106827,249978,156.22,66.76,16688317
Maryland,1989-11-01,106895,250140,156.76,66.99,16756361
Maryland,1989-12-01,107051,250399,156.94,67.09,16800231
Maryland,1990-01-01,106485,249107,154.84,66.19,16488505
Maryland,1990-02-01,106701,249688,156.57,66.91,16706291
Maryland,1990-03-01,108729,253882,156.48,67.02,17014377
Maryland,1990-04-01,108388,253608,156.04,66.69,16912465
Maryland,1990-05-01,109777,256554,154.7,66.2,16982657
Maryland,1990-06-01,109932,257050,154.62,66.13,16997664
Maryland,1990-07-01,109705,256521,154.21,65.95,16917449
Maryland,1990-08-01,113082,264400,152.69,65.3,17266108
Maryland,1990-09-01,113258,264606,151.78,64.96,17189741
New Jersey,1989-10-01,141202,360896,161.33,63.12,22779742
New Jersey,1989-11-01,142505,363817,161.56,63.28,23023370
New Jersey,1989-12-01,147481,378833,164.98,64.23,24330936
New Jersey,1990-01-01,149642,384947,154.18,59.93,23071355
New Jersey,1990-02-01,148347,377058,161.25,63.44,23920592
New Jersey,1990-03-01,154850,395897,161.22,63.06,24965541
New Jersey,1990-04-01,151419,381939,157.19,62.32,23801792
New Jersey,1990-05-01,150644,379029,160.42,63.76,24166709
New Jersey,1990-06-01,152480,384961,164.87,65.3,25138650
New Jersey,1990-07-01,151119,380882,156.08,61.93,23586456
New Jersey,1990-08-01,155878,394626,158.43,62.58,24696348
New Jersey,1990-09-01,156970,396407,159.56,63.18,25045603
Pennsylvania,1989-10-01,391719,914477,136.89,58.64,53622788
Pennsylvania,1989-11-01,393535,916613,135.84,58.32,53458828
Pennsylvania,1989-12-01,401169,937070,136.19,58.3,54634912
Pennsylvania,1990-01-01,405738,945776,131.33,56.34,53286819
Pennsylvania,1990-02-01,406626,946944,132.36,56.84,53819541
Pennsylvania,1990-03-01,416737,971043,132.55,56.88,55237461
Pennsylvania,1990-04-01,417617,974373,133.9,57.39,55918691
Pennsylvania,1990-05-01,414926,962268,134.81,58.13,55936354
Pennsylvania,1990-06-01,417885,973733,137.8,59.14,57586618
Pennsylvania,1990-07-01,417046,966565,133.54,57.62,55692867
Pennsylvania,1990-08-01,413355,951789,133.8,58.11,55306665
Pennsylvania,1990-09-01,415681,962781,134.07,57.88,55729966
Virginia,1989-10-01,137627,328794,142.59,59.69,19624235
Virginia,1989-11-01,136818,326806,144.17,60.36,19725376
Virginia,1989-12-01,139237,334231,146.33,60.96,20374764
Virginia,1990-01-01,142568,341883,145.2,60.55,20700663
Virginia,1990-02-01,143156,342897,145.86,60.89,20880250
Virginia,1990-03-01,150100,360852,142.58,59.31,21401523
Virginia,1990-04-01,148296,357197,142.06,58.98,21067300
Virginia,1990-05-01,145189,347553,139.75,58.38,20289566
Virginia,1990-06-01,147696,354383,139.27,58.04,20570008
Virginia,1990-07-01,146422,350531,139.67,58.34,20450051
Virginia,1990-08-01,146576,349693,139.53,58.49,20452332
Virginia,1990-09-01,148491,355668,141.57,59.1,21021130
Virgin Islands,1989-10-01,6831,24436,362.57,101.36,2476728
Virgin Islands,1989-11-01,13636,47520,343.21,98.48,4679996
Virgin Islands,1989-12-01,4265,15279,287.78,80.33,1227368
Virgin Islands,1990-01-01,4004,14152,286.81,81.15,1148368
Virgin Islands,1990-02-01,3895,13615,285.42,81.65,1111703
Virgin Islands,1990-03-01,3994,14014,283.36,80.76,1131722
